기수	파일	원래 베트남어	원래 뜻	다듬은 낱말	다듬은 뜻	결과
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).pdf	cân cả Vợ nghèo	킬로그램 / 맏형 / 아내 / 가난한	cân cả vợ nghèo	킬로그램 / 맏형 / 아내 / 가난한	남김
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).pdf	chất lượng yếu thân Trời thời tiết	품질 / 별거하다 / 날씨	chất lượng yếu thân trời thời tiết	품질 / 별거하다 / 날씨	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).pdf	bảo hành về hôn Đường phố	보증하다 / 이혼하다 / 거리	bảo hành về hôn đường phố	보증하다 / 이혼하다 / 거리	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).pdf	hóa đơn gần gũi Mẹ đơn thân Môi trường	영수증 / 친한 / 싱글맘 / 환경	hóa đơn gần gũi mẹ đơn thân môi trường	영수증 / 친한 / 싱글맘 / 환경	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).pdf	cần tính cách Bố đơn thân Ô nhiễm	필요하다 / 성격 / 싱글대디 / 오염되다	cần tính cách bố đơn thân ô nhiễm	필요하다 / 성격 / 싱글대디 / 오염되다	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).pdf	cỡ đổi út Vất vả	사이즈 / 막냇동생 / 힘든	cỡ đổi út vất vả	사이즈 / 막냇동생 / 힘든	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu đen quả nhiên Bà nội về hưu / nghỉ hưu	검은색 / 물론, 역시 / 친 할머니	màu đen quả nhiên bà nội về hưu / nghỉ hưu	검은색 / 물론, 역시 / 친 할머니	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu trắng thế thì Ông nội thím	흰색 / 그렇다면 / 친 할아버지	màu trắng thế thì ông nội thím	흰색 / 그렇다면 / 친 할아버지	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu đỏ cuối cùng Bác trai con cả	빨간색 / 마지막으로 / 큰 아버지	màu đỏ cuối cùng bác trai con cả	빨간색 / 마지막으로 / 큰 아버지	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu vàng sau đó, Chú con út	노란색 / 그 다음, / 작은 아버지	màu vàng sau đó, chú con út	노란색 / 그 다음, / 작은 아버지	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu nâu lúc nào? Cô dại	갈색 / 언제? / 고모	màu nâu lúc nào? cô dại	갈색 / 언제? / 고모	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu xám về việc Anh họ ngắn	회색 / ~에 대한 / 사촌형	màu xám về việc anh họ ngắn	회색 / 에 대한 / 사촌형	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu tím giúp Em họ rộng	보라색 / 사촌동생	màu tím giúp em họ rộng	보라색 / 사촌동생	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu xanh lá cây giặt quần áo Anh rể chật	초록색 / 옷을 빨다 / 매형	màu xanh lá cây giặt quần áo anh rể chật	초록색 / 옷을 빨다 / 매형	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu xanh da trời cẩn thận Chị dâu thú vị	파란색 / 형수	màu xanh da trời cẩn thận chị dâu thú vị	파란색 / 형수	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu hồng giảm giá Em dâu chán	분홍색 / 깎아줘!!! / 제수	màu hồng giảm giá em dâu chán	분홍색 / 깎아줘!!! / 제수	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	người bán lần đầu tiên rõ	판매자 / 남동생	người bán lần đầu tiên rõ	판매자 / 남동생	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	người mua cười Em gái Giá cả	구매자 / 웃음/웃음짓다 / 여동생	người mua cười em gái giá cả	구매자 / 웃음 / 웃음짓다 / 여동생	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	ngọt ruột Kết hôn tăng	달다 / 내장, 장기, 속 / 결혼하다	ngọt ruột kết hôn tăng	달다 / 내장, 장기, 속 / 결혼하다	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	tươi cưới Đính hôn Dân số	신선한 / 결혼하다 / 약혼하다	tươi cưới đính hôn dân số	신선한 / 결혼하다 / 약혼하다	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	cân anh cả Vợ nghèo	킬로그램 / 맏형 / 아내	cân anh cả vợ nghèo	킬로그램 / 맏형 / 아내	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	chất lượng yếu Ly thân Trời / thời tiết	품질 / 별거하다	chất lượng yếu ly thân trời / thời tiết	품질 / 별거하다	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	bảo hành về Ly hôn Đường phố	보증하다 / 이혼하다	bảo hành về ly hôn đường phố	보증하다 / 이혼하다	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	hóa đơn gần gũi Mẹ đơn thân Môi trường	영수증 / 친한 / 싱글맘	hóa đơn gần gũi mẹ đơn thân môi trường	영수증 / 친한 / 싱글맘	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	cần tính cách Bố đơn thân Ô nhiễm	필요하다 / 성격 / 싱글대디	cần tính cách bố đơn thân ô nhiễm	필요하다 / 성격 / 싱글대디	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	cỡ thay đổi em út Vất vả	사이즈 / 막냇동생	cỡ thay đổi em út vất vả	사이즈 / 막냇동생	문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu đen quả nhiên Bà nội về hưu / nghỉ hưu		màu đen quả nhiên bà nội về hưu / nghỉ hưu		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu trắng thế thì Ông nội thím		màu trắng thế thì ông nội thím		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu đỏ cuối cùng Bác trai con cả		màu đỏ cuối cùng bác trai con cả		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu vàng sau đó, Chú con út		màu vàng sau đó, chú con út		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu nâu lúc nào? Cô dại		màu nâu lúc nào? cô dại		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu xám về việc Anh họ ngắn		màu xám về việc anh họ ngắn		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu tím giúp Em họ rộng		màu tím giúp em họ rộng		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu xanh lá cây giặt quần áo Anh rể chật		màu xanh lá cây giặt quần áo anh rể chật		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu xanh da trời cẩn thận Chị dâu thú vị		màu xanh da trời cẩn thận chị dâu thú vị		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	màu hồng giảm giá Em dâu chán		màu hồng giảm giá em dâu chán		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	người bán lần đầu tiên rõ		người bán lần đầu tiên rõ		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	người mua cười Em gái Giá cả		người mua cười em gái giá cả		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	ngọt ruột Kết hôn tăng		ngọt ruột kết hôn tăng		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	tươi cưới Đính hôn Dân số		tươi cưới đính hôn dân số		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	cân anh cả Vợ nghèo		cân anh cả vợ nghèo		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	chất lượng yếu Ly thân Trời / thời tiết		chất lượng yếu ly thân trời / thời tiết		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	bảo hành về Ly hôn Đường phố		bảo hành về ly hôn đường phố		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	hóa đơn gần gũi Mẹ đơn thân Môi trường		hóa đơn gần gũi mẹ đơn thân môi trường		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	cần tính cách Bố đơn thân Ô nhiễm		cần tính cách bố đơn thân ô nhiễm		문장·토막
18	240208(토)_아침 복습 단어_학습용_정답(랜덤X).xlsx	cỡ thay đổi em út Vất vả		cỡ thay đổi em út vất vả		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	Cô cuối cùng quả nhiên màu nâu		cô cuối cùng quả nhiên màu nâu		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	chất lượng tính cách Đường phố đó,		chất lượng tính cách đường phố đó		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	màu trời rể Ông nội rộng		màu trời rể ông nội rộng		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	họ chật về Kết hôn		họ chật về kết hôn		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	Dân số Bà nội Trời thời tiết		dân số bà nội trời thời tiết		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	họ gái thím rõ		họ gái thím rõ		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	về việc nghèo giúp màu vàng		về việc nghèo giúp màu vàng		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	tăng hóa đơn chán Vợ		tăng hóa đơn chán vợ		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	màu tím út ngắn Mẹ đơn thân		màu tím út ngắn mẹ đơn thân		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	cân gần gũi ruột cần		cân gần gũi ruột cần		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	cỡ thân Đính hôn giặt quần áo		cỡ thân đính hôn giặt quần áo		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	bảo hành Chị dâu cười màu xám		bảo hành chị dâu cười màu xám		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	yếu Bố đơn thân lần đầu tiên Vất vả		yếu bố đơn thân lần đầu tiên vất vả		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	người dâu màu lá cây cả		người dâu màu lá cây cả		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	Bác Giá cả thế thì Chú		bác giá cả thế thì chú		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	hôn dại út lúc nào?		hôn dại út lúc nào		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	Môi trường giảm giá cưới màu đỏ		môi trường giảm giá cưới màu đỏ		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	đổi màu trắng Ô nhiễm thú vị		đổi màu trắng ô nhiễm thú vị		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	màu đen cả màu hồng về hưu nghỉ hưu		màu đen cả màu hồng về hưu nghỉ hưu		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿문제（랜덤O）＿250208＿082559.pdf	ngọt người bán tươi cẩn thận		ngọt người bán tươi cẩn thận		문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	Cô cuối cùng quả nhiên màu nâu	고모 / 마지막으로 / 물론, / 역시 / 갈색	cô cuối cùng quả nhiên màu nâu	고모 / 마지막으로 / 물론, / 역시 / 갈색	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	chất lượng tính cách Đường phố đó,	품질 / 성격 / 거리 / 그 / 다음,	chất lượng tính cách đường phố đó	품질 / 성격 / 거리 / 그 / 다음	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	màu trời rể Ông nội rộng	파란색 / 매형 / 친 / 할아버지 / 넓은	màu trời rể ông nội rộng	파란색 / 매형 / 친 / 할아버지 / 넓은	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	họ chật về Kết hôn	사촌동생 / 작은 / (좁은) / 결혼하다	họ chật về kết hôn	사촌동생 / 작은 / (좁은) / 결혼하다	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	Dân số Bà nội Trời thời tiết	인구 / 친 / 할머니 / 남동생 / 날씨	dân số bà nội trời thời tiết	인구 / 친 / 할머니 / 남동생 / 날씨	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	họ gái thím rõ	사촌형 / 여동생 / 작은 / 엄마/숙모 / 명확한, / 뚜렷한	họ gái thím rõ	사촌형 / 여동생 / 작은 / 엄마 / 숙모 / 명확한, / 뚜렷한	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	về việc nghèo giúp màu vàng	~에 / 대한 / 가난한 / 노란색	về việc nghèo giúp màu vàng	에 / 대한 / 가난한 / 노란색	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	tăng hóa đơn chán Vợ	오르다 / 영수증 / 지루한 / 아내	tăng hóa đơn chán vợ	오르다 / 영수증 / 지루한 / 아내	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	màu tím út ngắn Mẹ đơn thân	보라색 / 막냇동생 / 짧은 / 싱글맘	màu tím út ngắn mẹ đơn thân	보라색 / 막냇동생 / 짧은 / 싱글맘	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	cân gần gũi ruột cần	킬로그램 / 친한 / 내장, / 장기, / 속 / 필요하다	cân gần gũi ruột cần	킬로그램 / 친한 / 내장, / 장기, / 속 / 필요하다	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	cỡ thân Đính hôn giặt quần áo	사이즈 / 별거하다 / 약혼하다 / 옷을 / 빨다	cỡ thân đính hôn giặt quần áo	사이즈 / 별거하다 / 약혼하다 / 옷을 / 빨다	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	bảo hành Chị dâu cười màu xám	보증하다 / 형수 / 웃음/웃음짓다 / 회색	bảo hành chị dâu cười màu xám	보증하다 / 형수 / 웃음 / 웃음짓다 / 회색	문장·토막
18	240208（토）＿아침 복습 단어＿시험용＿정답（랜덤O）＿250208＿082540.pdf	yếu Bố đơn thân lần đầu tiên Vất vả	싱글대디 / 힘든	yếu bố đơn thân lần đầu tiên vất vả	싱글대디 / 힘든	문장·토막
